Cultivar,Region,Region County,Lat,Long,Year,Sow Month,Ripe Time,Yield
Richmond,Croft on Tees,N Yorks.,54.4835,-1.5551,2003,1/10,314.3,12.45
Richmond,Newchurch,Kent,51.0452,0.9316,2005,1/10,,11.98
Richmond,Keysoe,Beds.,52.2517,-0.4249,2003,1/10,223.3,8.7
Richmond,Up Somborne,Hampshire,51.0884,-1.4321,2004,1/10,,9.0
Richmond,COUPAR,P KINR,56.5479,-3.2655,2002,1/10,326.0,8.1
Richmond,Laurencekirk,Aberdeenshire,56.8313,-2.4725,2004,1/10,338.0,9.19
Richmond,Whitsome,Scottish Borders,55.7484,-2.217,2005,1/10,324.0,9.62
Richmond,Limavady,LDERRY,55.0455,-6.9337,2002,1/10,314.0,11.2
Richmond,ASHF'D,KENT,51.1465,0.875,2002,1/10,311.0,10.85
Richmond,Little Staughton,Bedfordshire,52.2504,-0.3821,2004,1/10,,9.68
Richmond,Kingsbridge,Devon,50.2839,-3.7775,2004,1/10,,11.95
Richmond,Wymondham,Norf.,52.5694,1.1153,2003,1/10,295.0,10.51
Richmond,Up Somborne,Hampshire,51.0884,-1.4321,2005,1/10,,10.51
Richmond,CROFT,N YRKS,54.4835,-1.5551,2002,1/10,320.0,12.43
Richmond,WYMOND,NORF,52.5694,1.1153,2002,1/10,304.0,10.58
Richmond,Malton,N Yorks.,54.1368,-0.7979,2003,1/10,,12.48
Richmond,Little Staughton,Bedfordshire,52.2504,-0.3821,2005,1/10,,8.93
Richmond,High Mowthorpe,North Yorkshire,54.1075,-0.6435,2005,1/10,,10.94
Robigus,Hull,ER Yorks.,53.7676,-0.3274,2003,1/10,,9.57
Robigus,Morley St Botolph,Norfolk,52.5547,1.0396,2004,1/10,,12.58
Robigus,Horncastle,LINCS,53.2073,-0.1124,2002,1/10,,8.74
Robigus,Bowsden,Nrthum,55.6729,-2.0135,2006,1/10,315.33,9.06
Robigus,Ragnall,Notts,53.2556,-0.7963,2006,1/10,300.33,8.6
Robigus,Croft on Tees,N Yorks.,54.4835,-1.5551,2003,1/10,313.7,12.98
Robigus,Elgin,Moray,57.6495,-3.3185,2005,1/10,318.0,9.34
Robigus,Winchr,Hants,51.0598,-1.3101,2008,3/10,,11.55
Robigus,Ragnall,Nottinghamshire,53.2556,-0.7963,2005,1/10,314.0,9.4
Robigus,UpSomb,Hants,51.0884,-1.4321,2006,1/10,,11.33
Robigus,Horncastle,Lincs.,53.2073,-0.1124,2003,1/10,,7.26
Robigus,Baumber,Lincs,53.2523,-0.1713,2006,1/10,,8.02
Robigus,Frisby,Leics,52.7525,-0.9713,2010,28/9,300.0,11.14
Robigus,WYMOND,NORF,52.5694,1.1153,2002,1/10,310.0,11.3
Robigus,Bowsdn,Nrthum,55.6729,-2.0135,2007,1/10,322.0,9.76
Robigus,Barnston,Essex,51.8533,0.3865,2004,1/10,321.0,10.78
Robigus,Baumber,Lincs,53.2523,-0.1713,2008,21/10,,12.81
Robigus,Frisby,Leics,52.7525,-0.9713,2006,1/10,297.67,10.02
Robigus,Bugthorpe,NYorks,54.0116,-0.8236,2010,29/9,,7.49
Robigus,Elgin,Moray,57.6495,-3.3185,2004,1/10,,10.25
Robigus,Up Somborne,Hampshire,51.0884,-1.4321,2005,1/10,,11.61
Robigus,Telford,Shrops,52.6784,-2.4453,2006,1/10,305.0,10.21
Robigus,Framlingham,Suffolk,52.2221,1.3421,2003,1/10,,11.51
Robigus,Baumber,Lincs,53.2523,-0.1713,2009,21/10,,6.45
Robigus,Frisby,Leics,52.7525,-0.9713,2007,1/10,,9.34
Robigus,Barnston,Essex,51.8533,0.3865,2007,1/10,,10.45
Robigus,StBosw,ScBord,55.5708,-2.6475,2010,1/10,,11.82
Robigus,Winchr,Hants,51.0598,-1.3101,2009,3/10,296.0,11.18
Robigus,Cambridge,Cambs.,52.2053,0.1218,2003,1/10,,12.34
Robigus,Spalding,Lincs,52.7901,-0.1537,2007,1/10,295.0,10.41
Robigus,COLDSM,BORD,55.6513,-2.2534,2002,1/10,321.0,11.94
Robigus,Bugthorpe,Nyorks,54.0116,-0.8236,2008,1/10,314.0,9.9
Robigus,Hull,Eyorks,53.7676,-0.3274,2007,1/10,296.0,9.09
Robigus,Telford,Shrops,52.6784,-2.4453,2007,1/10,,10.31
Robigus,Barnston,Essex,51.8533,0.3865,2005,1/10,283.0,11.43
Robigus,Warwick,Warks.,52.2823,-1.5849,2003,1/10,,8.97
Robigus,Elgin,Moray,57.6495,-3.3185,2003,1/10,323.7,8.92
Robigus,Cirencester,Glos.,51.7185,-1.9682,2003,1/10,,11.62
Robigus,Frisby,Leics,52.7525,-0.9713,2008,1/10,,12.47
Robigus,Telford,Shropshire,52.6784,-2.4453,2005,1/10,314.0,9.89
Robigus,Crambe,Nyorks,54.0746,-0.8814,2006,1/10,304.0,9.57
Robigus,TRawstn,Dorset,50.8575,-2.0897,2007,1/10,,7.94
Robigus,Rhynd,Prth&K,56.3653,-3.3657,2006,1/10,318.67,11.18
Robigus,Ulceby,NLincs,53.618,-0.3306,2010,24/9,327.0,11.06
Robigus,Up Somborne,Hampshire,51.0884,-1.4321,2004,1/10,,9.38
Robigus,Croft,NYorks,54.4835,-1.5551,2009,2/10,323.0,12.12
Robigus,Framlingham,Suffolk,52.2221,1.3421,2004,1/10,,10.23
Robigus,UpSomb,Hants,51.0884,-1.4321,2007,1/10,314.0,10.61
Robigus,Humbie,East Lothian,55.8551,-2.8648,2004,1/10,332.0,9.05
Robigus,Beausale,Warwick,52.3342,-1.6477,2008,13/10,,7.79
Robigus,FAKEN,NORF,52.8313,0.8493,2002,1/10,288.0,8.71
Robigus,Welbourn,Lincs,53.0754,-0.5588,2009,29/9,317.0,13.44
Robigus,Winterbourne Whitechurch,Dorset,50.8007,-2.2317,2005,1/10,,11.04
Robigus,CROFT,N YRKS,54.4835,-1.5551,2002,1/10,322.0,12.8
Robigus,Frisby on the Wreake,Leicestershire,52.7525,-0.9713,2005,1/10,303.0,11.4
Robigus,Hasely,Warwick,52.3091,-1.6641,2010,1/10,307.0,9.51
Robigus,Limavad,Lderry,55.0455,-6.9337,2008,1/10,,10.68
Robigus,Lymm,Ches,53.3817,-2.48,2010,14/10,,10.4
Robigus,Whitsome,Scottish Borders,55.7484,-2.217,2005,1/10,325.0,10.29
Robigus,Keysoe,Beds.,52.2517,-0.4249,2003,1/10,223.3,8.03
Robigus,Ince Blundell,Merseyside,53.5239,-3.0258,2005,1/10,,8.48
Robigus,Kettering,Northants.,52.3963,-0.7302,2003,1/10,288.0,
Robigus,Lymm,Ches,53.3817,-2.48,2008,1/10,,10.8
Robigus,Wolfertn,Norfk,52.8279,0.456,2009,9/10,,12.62
Robigus,Fakenham,Norf.,52.8313,0.8493,2003,1/10,284.0,9.74
Robigus,Frisby on the Wreake,Leicestershire,52.7525,-0.9713,2004,1/10,298.0,7.9
Robigus,Lymm,Ches,53.3817,-2.48,2007,1/10,,7.26
Robigus,Bowsden,Northumberland,55.6729,-2.0135,2004,1/10,329.0,10.74
Robigus,Errol,Prth&K,56.3919,-3.2127,2010,27/9,,8.13
Robigus,Bannister,Essex,51.8599,0.4633,2010,9/10,,9.28
Robigus,Kinghorn,Fife,56.0712,-3.1743,2010,25/9,,10.47
Robigus,Ulceby,NLincs,53.618,-0.3306,2009,9/10,299.0,10.31
Robigus,Duns,Sc. Bord.,55.7778,-2.3435,2003,1/10,322.3,11.91
Robigus,InceBld,Mersey,53.5239,-3.0258,2006,1/10,,10.95
Robigus,ASHF'D,KENT,51.1465,0.875,2002,1/10,312.0,12.1
Robigus,Stchwrth,Cambs,52.1992,0.3994,2010,14/10,,5.46
Robigus,Ulceby,NLincs,53.618,-0.3306,2007,1/10,295.0,9.05
Robigus,Little Saxham,Suffolk,52.2421,0.6353,2004,1/10,,10.56
Robigus,Limavad,Lderry,55.0455,-6.9337,2007,1/10,,11.34
Robigus,Perth,Prth&K,56.395,-3.4308,2007,1/10,,10.58
Robigus,King's Lynn,Norf.,52.7517,0.4023,2003,1/10,,11.49
Robigus,Ellon,Aberdn,57.3646,-2.073,2010,29/9,343.0,11.84
Robigus,Binbrook,NLincs,53.429,-0.1807,2008,1/10,325.0,11.95
Robigus,Spalding,Lincs.,52.7901,-0.1537,2003,1/10,279.0,13.95
Robigus,Humbie,ELoth,55.8551,-2.8648,2006,1/10,318.67,12.08
Robigus,Middridge,Darltn,54.6309,-1.6145,2008,1/10,,10.29
Robigus,DUNMOW,ESSEX,51.8729,0.3578,2002,1/10,,8.18
Robigus,CIRENC,GLOS,51.7185,-1.9682,2002,1/10,,10.04
Robigus,Baumber,Lincolnshire,53.2523,-0.1713,2005,1/10,,8.17
Robigus,Crambe,Nyorks,54.0746,-0.8814,2007,1/10,318.0,9.83
Robigus,Bramham,West Yorkshire,53.8785,-1.3504,2004,1/10,328.0,10.19
Robigus,Wolferton,Norfolk,52.8279,0.456,2005,1/10,304.0,10.11
Robigus,LStaugh,Beds,52.2504,-0.3821,2006,1/10,,10.81
Robigus,Stowmarket,Suffolk,52.1889,0.9977,2005,1/10,,8.6
Robigus,Crawly,Hants,51.1105,-1.3898,2010,3/10,296.0,11.15
Robigus,DownP,Down,54.3288,-5.7157,2008,1/10,,10.87
Robigus,ME MOW,LEICS,52.7664,-0.8871,2002,1/10,,11.78
Robigus,Wolfertn,Norfk,52.8279,0.456,2006,1/10,286.0,9.32
Robigus,C'thorpe,Lincs,53.0216,-0.6046,2006,1/10,256.0,6.78
Robigus,K LYNN,NORF,52.7517,0.4023,2002,1/10,300.0,8.61
Robigus,Framlingham,Suffolk,52.2221,1.3421,2005,1/10,283.0,11.33
Robigus,OTLEY,SUFF,52.1513,1.2202,2002,1/10,300.0,7.93
Robigus,Cranwell,Lincs,53.036,-0.4677,2007,1/10,,9.66
Robigus,DownP,Down,54.3288,-5.7157,2007,1/10,,8.83
Robigus,SPALD,LINCS,52.7901,-0.1537,2002,1/10,288.0,13.52
Robigus,Coates,Gloucestershire,51.7058,-2.0325,2004,1/10,303.0,11.89
Robigus,Beausale,Warwick,52.3342,-1.6477,2009,13/10,306.0,10.59
Robigus,Limavad,Lderry,55.0455,-6.9337,2010,15/10,,12.25
Robigus,KETT'G,NHANTS,52.3963,-0.7302,2002,1/10,307.0,12.86
Robigus,Ragnal,Nottinghamshire,53.2556,-0.7963,2004,1/10,,10.59
Robigus,Bowsden,Northumberland,55.6729,-2.0135,2005,1/10,331.0,10.13
Robigus,Dunmow,Essex,51.8729,0.3578,2006,1/10,,11.9
Robigus,Coniston,E Riding of Yorkshire,54.3432,-3.0716,2004,1/10,311.0,10.99
Robigus,Wolfertn,Norfk,52.8279,0.456,2007,1/10,301.0,9.13
Robigus,Whitsome,Scottish Borders,55.7484,-2.217,2004,1/10,,12.05
Robigus,WCharlt,Devon,50.2697,-3.7556,2006,1/10,303.0,10.08
Robigus,Wymondham,Norf.,52.5694,1.1153,2003,1/10,295.0,10.05
Robigus,Elgin,Moray,57.6495,-3.3185,2006,1/10,324.0,11.48
Robigus,Edgmond,Shrops,52.77,-2.4104,2010,8/10,,16.02
Robigus,Wimbourne St Giles,Dorset,50.9071,-1.9552,2003,1/10,,10.71
Robigus,Limavady,Lderry,55.0455,-6.9337,2006,1/10,321.67,10.76
Robigus,Hythe,Kent,51.0717,1.0819,2006,1/10,302.0,10.54
Robigus,Attlebro,Norfk,52.5181,1.0155,2006,1/10,,6.25
Robigus,Lockerbie,Dumfries and Galloway,55.1222,-3.349,2004,1/10,327.0,11.13
Robigus,Quidenham,Norfolk,52.4453,0.984,2005,1/10,,10.79
Robigus,Redwrth,Darltn,54.6054,-1.6293,2007,1/10,,10.72
Robigus,Hythe,Kent,51.0717,1.0819,2007,1/10,301.0,10.92
Robigus,WNewton,EYorks,53.8229,-0.1805,2010,17/10,,8.35
Robigus,Newch,Kent,51.0452,0.9316,2010,25/9,310.0,15.0
Robigus,Girton,Cambridgeshire,52.241,0.0814,2004,1/10,,8.51
Robigus,Swindon,Wilts.,51.5558,-1.7797,2003,1/10,,11.19
Robigus,Aberdeen,Aber.,57.1497,-2.0943,2003,1/10,329.3,8.48
Robigus,K'STON,DEVON,50.3078,-3.927,2002,1/10,,10.75
Robigus,Spalding,Lincolnshire,52.7901,-0.1537,2005,1/10,,12.46
Robigus,Framling,Sufflk,52.2221,1.3421,2007,1/10,,10.71
Robigus,Framling,Sufflk,52.2221,1.3421,2010,9/10,291.0,9.54
Robigus,Humbie,East Lothian,55.8551,-2.8648,2005,1/10,336.0,12.22
Robigus,SLEAF,LINCS,53.0003,-0.4096,2002,1/10,294.0,12.06
Robigus,Didbrook,Gloucs,51.982,-1.9244,2009,3/10,,10.34
Robigus,Eyton upon the Weald Moors,Shropshire,52.73,-2.5191,2004,1/10,302.0,12.63
Robigus,Histon,Cambs,52.2513,0.1185,2007,1/10,298.0,10.33
Robigus,Humbie,Eloth,55.8551,-2.8648,2010,5/10,335.0,13.61
Robigus,Laurnkrk,Aberdn,56.8313,-2.4725,2008,16/10,334.0,8.63
Robigus,Woolpit,Sufflk,52.2248,0.8879,2009,16/10,,8.78
Robigus,Histon,Cambs,52.2513,0.1185,2006,1/10,296.67,8.85
Robigus,Laurnkrk,Aberdn,56.8313,-2.4725,2010,29/9,341.0,9.76
Robigus,ANNAN,DUMF,54.9902,-3.2598,2002,1/10,318.0,9.5
Robigus,Didbrook,Gloucs,51.982,-1.9244,2008,3/10,,12.15
Robigus,Laurnkrk,Aberdn,56.8313,-2.4725,2009,16/10,347.0,10.42
Robigus,Tadcaster,N Yorks.,53.8836,-1.2609,2003,1/10,304.0,12.41
Robigus,Spalding,Lincs,52.7901,-0.1537,2006,1/10,295.33,12.12
Robigus,Histon,Cambridgeshire,52.2513,0.1185,2005,1/10,287.0,11.16
Robigus,Attlebro,Norfk,52.5181,1.0155,2008,1/10,,12.74
Robigus,Lockerbie,Dumfries and Galloway,55.1222,-3.349,2005,1/10,310.0,9.48
Robigus,Croft,NYorks,54.4835,-1.5551,2010,23/9,330.0,11.62
Robigus,Canterbury,Kent,51.2802,1.0789,2003,1/10,310.3,10.5
Robigus,WIM SG,DORSET,50.9071,-1.9552,2002,1/10,292.0,13.45
Robigus,Wolferton,Norfolk,52.8279,0.456,2004,1/10,303.0,12.12
Robigus,Laurencekirk,Aberdeenshire,56.8313,-2.4725,2004,1/10,340.0,9.89
Robigus,Hythe,Kent,51.0717,1.0819,2009,27/9,304.0,13.85
Robigus,Framling,Sufflk,52.2221,1.3421,2009,2/10,296.0,13.19
Robigus,Girton,Cambs,52.241,0.0814,2009,29/9,302.0,8.96
Robigus,Wolfertn,Norfk,52.8279,0.456,2008,9/10,302.0,13.76
Robigus,Morley,Nofk,52.5547,1.0396,2006,1/10,288.0,8.56
Robigus,Little Staughton,Bedfordshire,52.2504,-0.3821,2004,1/10,,9.44
Robigus,High Mowthorpe,North Yorkshire,54.1075,-0.6435,2005,1/10,,11.58
Robigus,Humbie,Eloth,55.8551,-2.8648,2008,2/10,337.0,12.82
Robigus,Girton,Cambs,52.241,0.0814,2010,28/9,299.0,12.2
Robigus,Lillesdn,Somset,51.0091,-2.9924,2010,28/10,272.0,7.29
Robigus,Rhynd,Perth and Kinross,56.3653,-3.3657,2004,1/10,,11.54
Robigus,Humbie,Eloth,55.8551,-2.8648,2009,2/10,,11.76
Robigus,Newchurch,Kent,51.0452,0.9316,2005,1/10,,12.54
Robigus,Humbie,ELoth,55.8551,-2.8648,2007,1/10,336.0,10.47
Robigus,Thwing,EYorks,54.1158,-0.3903,2008,1/10,,10.05
Robigus,Laurnkrk,Aberdn,56.8313,-2.4725,2007,1/10,327.0,9.21
Robigus,Hythe,Kent,51.0717,1.0819,2008,27/9,308.0,13.06
Robigus,Perth,Prth&K,56.395,-3.4308,2008,1/10,,10.61
Robigus,Lillesdn,Somset,51.0091,-2.9924,2009,4/11,,3.86
Robigus,Didbrook,Gloucs,51.982,-1.9244,2007,1/10,,9.89
Robigus,Ccreevy,Down,53.79448,-6.076,2010,8/10,326.0,11.17
Robigus,Didbrook,Gloucestershire,51.982,-1.9244,2005,1/10,296.0,9.65
Robigus,Framling,Sufflk,52.2221,1.3421,2008,2/10,,13.34
Robigus,WARM'R,WILTS,51.2046,-2.1811,2002,1/10,311.0,9.57
Robigus,Swindon,Wilts.,51.5558,-1.7797,2004,1/10,312.0,13.55
Robigus,Laurnkrk,Aberdn,56.8313,-2.4725,2006,1/10,332.67,11.27
Robigus,Wimborne St Giles,Dorset,50.9071,-1.9552,2004,1/10,,10.01
Robigus,Morpeth,Northumb.,55.1687,-1.6875,2003,1/10,,8.41
Robigus,Lawrencekirk,Aberdeenshire,56.8313,-2.4725,2005,1/10,,10.99
Robigus,Ormskirk,Lancs.,53.5689,-2.8851,2003,1/10,,10.99
Robigus,West Charleton,Devon,50.2697,-3.7556,2005,1/10,305.0,10.64
Robigus,Woolpit,Sufflk,52.2248,0.8879,2010,14/10,,8.25
Robigus,Sleaford,Lincs.,53.0003,-0.4096,2003,1/10,,8.41
Robigus,TADC'R,N YRKS,53.8836,-1.2609,2002,1/10,304.0,11.87
Robigus,Melton Mowbray,Leics,52.7664,-0.8871,2003,1/10,279.0,12.64
Robigus,Malton,N Yorks.,54.1368,-0.7979,2003,1/10,,11.98
Robigus,TRawstn,Dorset,50.8575,-2.0897,2006,1/10,281.0,10.33
Robigus,Ottham,Eyorks,53.7998,-0.6401,2008,1/10,,11.78
Robigus,Welbourn,Lincs,53.0754,-0.5588,2008,29/9,325.0,12.81
Robigus,Welbourn,Lincs,53.0754,-0.5588,2010,25/9,321.0,11.35
Robigus,Quham,Norfk,52.4453,0.984,2007,1/10,,9.78
Robigus,WCharlt,Devon,50.2697,-3.7556,2010,1/10,,11.35
Robigus,Waterbeach,Cambridgeshire,52.2656,0.191,2005,1/10,292.0,8.75
Robigus,Gedding,Sufflk,52.1854,0.8525,2007,1/10,,8.15
Robigus,Headley Hall,North Yorkshire,53.8689,-1.32557,2005,1/10,297.0,8.41
Robigus,Rudston,EYorks,54.0895,-0.3231,2006,1/10,,10.73
Robigus,Waterbeach,Cambs.,52.2656,0.191,2003,1/10,279.0,10.47
Robigus,Kingsbridge,Devon,50.2839,-3.7775,2004,1/10,,11.44
Robigus,COUPAR,P KINR,56.5479,-3.2655,2002,1/10,325.0,7.8
Robigus,Rudston,EYorks,54.0895,-0.3231,2007,1/10,316.0,8.29
Robigus,EDINB,LOTH'N,55.9533,-3.1883,2002,1/10,331.0,9.91
Robigus,WCharlt,Devon,50.2697,-3.7556,2009,2/10,,13.24
Robigus,Winchester,Hants.,51.0598,-1.3101,2003,1/10,301.0,11.91
Robigus,Redwrth,Darltn,54.6054,-1.6293,2006,1/10,,9.31
Robigus,Duggleby,North Yorkshire,54.0928,-0.6573,2004,1/10,,6.52
Robigus,Todngton,Gloucs,51.9485,-0.5324,2006,1/10,,10.95
Robigus,Errol,Prth&K,56.3919,-3.2127,2009,28/9,,9.08
Robigus,WCharlt,Devon,50.2697,-3.7556,2008,2/10,,8.15
Robigus,Rudston,EYorks,54.0895,-0.3231,2009,10/10,307.0,10.2
Robigus,Little Staughton,Bedfordshire,52.2504,-0.3821,2005,1/10,,9.28
Robigus,Pottn,Aberdn,57.232,-2.0912,2007,1/10,356.0,10.34
Robigus,LACEBY,LINCS,53.5419,-0.1692,2002,1/10,,11.69
Robigus,Ccreevy,Down,53.79448,-6.076,2007,1/10,316.0,11.37
Robigus,Telford,Shrops.,52.6784,-2.4453,2003,1/10,,10.95
Robigus,Barthorpe,North Yorkshire,54.0264,-0.8172,2005,1/10,319.0,11.14
Robigus,WINC'R,HANTS,51.0598,-1.3101,2002,1/10,309.0,10.16
Robigus,Dyce,Aberdn,57.2035,-2.1902,2009,9/10,332.0,9.85
Robigus,Hemingby,Lincolnshire,53.2535,-0.1494,2004,1/10,,9.31
Robigus,Limavady,LDERRY,55.0455,-6.9337,2002,1/10,315.0,9.68
Robigus,Holbeach,Lincs,52.804,0.0134,2008,14/10,,11.86
Robigus,Lockerbie,Dumf/Gal.,55.1222,-3.349,2003,1/10,317.0,9.79
Robigus,Rhynd,Perth & Kinross,56.3653,-3.3657,2005,1/10,332.0,9.72
Robigus,Caythorpe,Lincolnshire,53.0216,-0.6046,2004,1/10,287.0,7.98
Robigus,Dyce,Aberdn,57.2035,-2.1902,2008,9/10,342.0,11.56
Robigus,Spalding,Lincolnshire,52.7901,-0.1537,2004,1/10,,12.71
Robigus,Kingston,Devon,50.3078,-3.927,2003,1/10,305.7,9.13
Robigus,MORP'H,NORTHD,55.1687,-1.6875,2002,1/10,,10.18
Robigus,T'FORD,SHROPS,52.6784,-2.4453,2002,1/10,315.0,13.81
Robigus,Didbrook,Gloucs,51.982,-1.9244,2010,13/10,,3.62
Robigus,Wye,Kent,51.1819,0.9379,2004,1/10,,12.53
Robigus,OLD'M,ABER,57.33492,-2.3199,2002,1/10,346.0,9.59
Robigus,Worksop,Notts.,53.3093,-1.1227,2003,1/10,306.0,10.65
Robigus,Haddington,East Lothian,55.9587,-2.7749,2003,1/10,312.0,6.71
Robigus,Bowsdn,Nrthum,55.6729,-2.0135,2008,1/10,315.0,8.74
Robigus,BuryStE,Sufflk,52.2429,0.7105,2008,1/10,292.0,8.02
Robigus,WK'SOP,NOTTS,53.3093,-1.1227,2002,1/10,300.0,8.18
Robigus,BuryStE,Sufflk,52.2429,0.7105,2006,1/10,,10.27
Robigus,Caythorpe,Lincolnshire,53.0216,-0.6046,2005,1/10,269.0,9.03
Robigus,Holbeach,Lincs,52.804,0.0134,2009,14/10,282.0,14.53
Robigus,Limavady,Londonderry,55.0455,-6.9337,2003,1/10,314.0,9.29
Robigus,Waterbeach,Cambridgeshire,52.2656,0.191,2002,1/10,,10.99
Robigus,Quidenham,Norfolk,52.4453,0.984,2004,1/10,307.0,11.06
Robigus,Framling,Sufflk,52.2221,1.3421,2006,1/10,299.0,11.75
Robigus,YngsEnd,Essex,51.8468,0.523,2009,16/10,,8.67
Robigus,Beausale,Warwick,52.3342,-1.6477,2007,1/10,,10.02
Robigus,Lockbie,Dumfrs,55.1222,-3.349,2006,1/10,313.67,9.88
Rocky,Quham,Norfk,52.4453,0.984,2007,1/10,,9.35
Rocky,Spalding,Lincs,52.7901,-0.1537,2007,1/10,294.0,9.8
Rocky,Ulceby,NLincs,53.618,-0.3306,2007,1/10,289.0,8.85
Rocky,Crambe,Nyorks,54.0746,-0.8814,2007,1/10,316.0,10.26
Rocky,Redwrth,Darltn,54.6054,-1.6293,2007,1/10,,10.39
Rocky,Humbie,ELoth,55.8551,-2.8648,2007,1/10,335.0,7.81
Rocky,Frisby,Leics,52.7525,-0.9713,2007,1/10,,8.53
Rocky,Gedding,Sufflk,52.1854,0.8525,2007,1/10,,8.8
Rocky,Telford,Shrops,52.6784,-2.4453,2007,1/10,,10.2
Rocky,Lymm,Ches,53.3817,-2.48,2007,1/10,,7.34
Rocky,Beausale,Warwick,52.3342,-1.6477,2007,1/10,,9.71
Rocky,Bowsdn,Nrthum,55.6729,-2.0135,2007,1/10,323.0,9.42
Rocky,Limavad,Lderry,55.0455,-6.9337,2007,1/10,,11.0
Rocky,Rudston,EYorks,54.0895,-0.3231,2007,1/10,316.0,8.03
Rocky,Perth,Prth&K,56.395,-3.4308,2007,1/10,,10.9
Rocky,TRawstn,Dorset,50.8575,-2.0897,2007,1/10,,8.33
Rocky,Ccreevy,Down,53.79448,-6.076,2007,1/10,316.0,10.64
Rocky,Cranwell,Lincs,53.036,-0.4677,2007,1/10,,9.28
Rocky,DownP,Down,54.3288,-5.7157,2007,1/10,,8.37
Rocky,Framling,Sufflk,52.2221,1.3421,2007,1/10,,10.36
Rocky,Pottn,Aberdn,57.232,-2.0912,2007,1/10,355.0,7.81
Rocky,Didbrook,Gloucs,51.982,-1.9244,2007,1/10,,9.77
Rocky,Wolfertn,Norfk,52.8279,0.456,2007,1/10,302.0,9.04
Rocky,Barnston,Essex,51.8533,0.3865,2007,1/10,,11.4
Rocky,Hythe,Kent,51.0717,1.0819,2007,1/10,300.0,11.34
Rocky,Histon,Cambs,52.2513,0.1185,2007,1/10,298.0,10.06
Rocky,Laurnkrk,Aberdn,56.8313,-2.4725,2007,1/10,331.0,8.64
Rocky,UpSomb,Hants,51.0884,-1.4321,2007,1/10,313.0,11.13
Rocky,Hull,Eyorks,53.7676,-0.3274,2007,1/10,297.0,8.8
Ruskin,Humbie,ELoth,55.8551,-2.8648,2014,30/9,,11.96
Ruskin,Burkham,Hants,51.1769,-1.0711,2014,11/10,,10.94
Ruskin,Mendlesham,Sufflk,52.2492,1.0798,2014,30/10,,11.44
Ruskin,Auchnagatt,Aberdn,57.466,-2.117,2014,28/9,340.0,10.23
Ruskin,Sancton,EYorks,53.842,-0.6317,2014,11/10,304.0,10.07
Ruskin,Alkerton,Oxon,52.0834,-1.4545,2014,8/10,311.0,
Ruskin,Frisby,Leics,52.7525,-0.9713,2014,5/10,299.0,12.53
Ruskin,WCharlt,Devon,50.2697,-3.7556,2014,9/10,,9.94
Ruskin,Petham,Kent,51.223,1.0459,2014,17/10,287.0,10.11
Ruskin,Barthorpe,NYorks,54.0264,-0.8172,2014,1/10,308.0,10.63
Ruskin,Morley,Norfk,52.5547,1.0396,2014,7/10,295.0,12.04
Ruskin,Ccreevy,Down,53.79448,-6.076,2014,15/10,,9.25
Ruskin,Welbourn,Lincs,53.0754,-0.5588,2014,30/9,304.0,10.54
Ruskin,Hailes,Gloucs,51.9746,-1.9336,2014,3/12,,10.89
Ruskin,Limavad,Lderry,55.0455,-6.9337,2014,14/10,,10.49
Ruskin,StBosw,ScBord,55.5708,-2.6475,2014,30/9,323.0,11.22
Ruskin,Moulton,Lincs,52.2887,-0.8534,2014,8/10,299.0,11.76
Ruskin,Wolfertn,Norfk,52.8279,0.456,2014,8/10,,11.04
Ruskin,Elie,Fife,52.3995,-0.2624,2014,10/10,,10.87
Ruskin,Ickleton,Essex,52.0707,0.1743,2014,10/10,291.0,11.58
Ruskin,Broughtn,Hants,53.1635,-2.9972,2014,24/10,,11.67
Ruskin,Bedfield,Sufflk,52.2532,1.2502,2014,30/9,301.0,13.51
Ruskin,Ulceby,NLincs,53.618,-0.3306,2014,28/9,315.0,11.24
Ruskin,Luthermr,Aberdn,56.8063,-2.5565,2014,12/10,311.0,8.8
Ruskin,Croft,Teesside,54.4835,-1.5551,2014,27/9,317.0,12.54
Ruskin,Hlegh,Ches,53.3537,-2.4508,2014,10/10,308.0,10.31
Sahara,Framling,Sufflk,52.2221,1.3421,2006,1/10,302.0,11.63
Sahara,Lockbie,Dumfrs,55.1222,-3.349,2006,1/10,316.33,10.97
Sahara,WCharlt,Devon,50.2697,-3.7556,2006,1/10,303.0,10.06
Sahara,Crambe,Nyorks,54.0746,-0.8814,2006,1/10,304.0,9.77
Sahara,UpSomb,Hants,51.0884,-1.4321,2007,1/10,314.0,9.61
Sahara,UpSomb,Hants,51.0884,-1.4321,2006,1/10,,11.9
Sahara,Histon,Cambs,52.2513,0.1185,2007,1/10,298.0,10.25
Sahara,Todngton,Gloucs,51.9485,-0.5324,2006,1/10,,10.24
Sahara,Baumber,Lincs,53.2523,-0.1713,2006,1/10,,9.14
Sahara,Bowsdn,Nrthum,55.6729,-2.0135,2007,1/10,322.0,10.79
Sahara,BuryStE,Sufflk,52.2429,0.7105,2006,1/10,,10.33
Sahara,Bowsden,Nrthum,55.6729,-2.0135,2006,1/10,313.67,10.91
Sahara,Elgin,Moray,57.6495,-3.3185,2006,1/10,326.0,10.41
Sahara,TRawstn,Dorset,50.8575,-2.0897,2007,1/10,,8.65
Sahara,Pottn,Aberdn,57.232,-2.0912,2007,1/10,358.0,10.54
